MDS_X,MDS_Y,C1_X,C1_Y
0.247891143,0.472196055,0.24871936,0.47576457
0.247891143,0.472196055,0.24871936,0.47576457
0.247891143,0.472196055,0.24871936,0.47576457
0.247891143,0.472196055,0.24871936,0.47576457
0.247891143,0.472196055,0.24871936,0.47576457
0.247891143,0.472196055,0.24871936,0.47576457
0.247891143,0.472196055,0.24871936,0.47576457
0.247891143,0.472196055,0.24871936,0.47576457
0.247891143,0.472196055,0.24871936,0.47576457
0.247891143,0.472196055,0.24871936,0.47576457
0.247891143,0.472196055,0.24871936,0.47576457
0.247891143,0.472196055,0.24871936,0.47576457
0.247891143,0.472196055,0.24871936,0.47576457
0.247891143,0.472196055,0.24871936,0.47576457
0.247891143,0.472196055,0.24871936,0.47576457
0.247891143,0.472196055,0.24871936,0.47576457
0.247891143,0.472196055,0.24871936,0.47576457
0.247891143,0.472196055,0.24871936,0.47576457
0.247891143,0.472196055,0.24871936,0.47576457
0.247891143,0.472196055,0.24871936,0.47576457
0.247891143,0.472196055,0.24871936,0.47576457
0.247891143,0.472196055,0.24871936,0.47576457
0.247891143,0.472196055,0.24871936,0.47576457
0.247891143,0.472196055,0.24871936,0.47576457
0.247891143,0.472196055,0.24871936,0.47576457
0.247891143,0.472196055,0.24871936,0.47576457
0.247891143,0.472196055,0.24871936,0.47576457
0.247891143,0.472196055,0.24871936,0.47576457
0.247891143,0.472196055,0.24871936,0.47576457
0.247891143,0.472196055,0.24871936,0.47576457
0.247891143,0.472196055,0.24871936,0.47576457
0.247891143,0.472196055,0.24871936,0.47576457
0.247891143,0.472196055,0.24871936,0.47576457
0.247891143,0.472196055,0.24871936,0.47576457
0.247891143,0.472196055,0.24871936,0.47576457
0.247891143,0.472196055,0.24871936,0.47576457
0.247891143,0.472196055,0.24871936,0.47576457
0.247891143,0.472196055,0.24871936,0.47576457
0.247891143,0.472196055,0.24871936,0.47576457
0.223178181,0.243398032,0.21885875,0.24885431
0.233580253,0.262703054,0.23866268,0.26636636
0.223178181,0.243398032,0.21885875,0.24885431
0.233580253,0.262703054,0.23866268,0.26636636
0.223178181,0.243398032,0.21885875,0.24885431
0.233580253,0.262703054,0.23866268,0.26636636
0.223178181,0.243398032,0.21885875,0.24885431
0.233580253,0.262703054,0.23866268,0.26636636
0.223178181,0.243398032,0.21885875,0.24885431
0.233580253,0.262703054,0.23866268,0.26636636
0.223178181,0.243398032,0.21885875,0.24885431
0.233580253,0.262703054,0.23866268,0.26636636
0.223178181,0.243398032,0.21885875,0.24885431
0.233580253,0.262703054,0.23866268,0.26636636
0.223178181,0.243398032,0.21885875,0.24885431
0.233580253,0.262703054,0.23866268,0.26636636
0.223178181,0.243398032,0.21885875,0.24885431
0.233580253,0.262703054,0.23866268,0.26636636
0.223178181,0.243398032,0.21885875,0.24885431
0.233580253,0.262703054,0.23866268,0.26636636
0.223178181,0.243398032,0.21885875,0.24885431
0.233580253,0.262703054,0.23866268,0.26636636
0.223178181,0.243398032,0.21885875,0.24885431
0.233580253,0.262703054,0.23866268,0.26636636
0.82522627,0.336928556,0.83527195,0.35310507
0.82522627,0.336928556,0.83527195,0.35310507
0.82522627,0.336928556,0.83527195,0.35310507
0.82522627,0.336928556,0.83527195,0.35310507
0.82522627,0.336928556,0.83527195,0.35310507
0.82522627,0.336928556,0.83527195,0.35310507
0.82522627,0.336928556,0.83527195,0.35310507
0.82522627,0.336928556,0.83527195,0.35310507
0.82522627,0.336928556,0.83527195,0.35310507
0.82522627,0.336928556,0.83527195,0.35310507
0.82522627,0.336928556,0.83527195,0.35310507
0.82522627,0.336928556,0.83527195,0.35310507
0.82522627,0.336928556,0.83527195,0.35310507
0.82522627,0.336928556,0.83527195,0.35310507
0.82522627,0.336928556,0.83527195,0.35310507
0.82522627,0.336928556,0.83527195,0.35310507
0.82522627,0.336928556,0.83527195,0.35310507
0.82522627,0.336928556,0.83527195,0.35310507
0.82522627,0.336928556,0.83527195,0.35310507
0.82522627,0.336928556,0.83527195,0.35310507
0.82522627,0.336928556,0.83527195,0.35310507
0.82522627,0.336928556,0.83527195,0.35310507
0.82522627,0.336928556,0.83527195,0.35310507
0.82522627,0.336928556,0.83527195,0.35310507
0.82522627,0.336928556,0.83527195,0.35310507
0.82522627,0.336928556,0.83527195,0.35310507
0.82522627,0.336928556,0.83527195,0.35310507
0.82522627,0.336928556,0.83527195,0.35310507
0.82522627,0.336928556,0.83527195,0.35310507
0.82522627,0.336928556,0.83527195,0.35310507
0.82522627,0.336928556,0.83527195,0.35310507
0.82522627,0.336928556,0.83527195,0.35310507
0.687785348,0.12915605,0.6929995,0.13083532
0.690082804,0.154431626,0.70231056,0.14923528
0.687785348,0.12915605,0.6929995,0.13083532
0.690082804,0.154431626,0.70231056,0.14923528
0.687785348,0.12915605,0.6929995,0.13083532
0.690082804,0.154431626,0.70231056,0.14923528
0.687785348,0.12915605,0.6929995,0.13083532
0.690082804,0.154431626,0.70231056,0.14923528
0.687785348,0.12915605,0.6929995,0.13083532
0.690082804,0.154431626,0.70231056,0.14923528
0.687785348,0.12915605,0.6929995,0.13083532
0.690082804,0.154431626,0.70231056,0.14923528
0.687785348,0.12915605,0.6929995,0.13083532
0.690082804,0.154431626,0.70231056,0.14923528
0.687785348,0.12915605,0.6929995,0.13083532
0.690082804,0.154431626,0.70231056,0.14923528
0.687785348,0.12915605,0.6929995,0.13083532
0.690082804,0.154431626,0.70231056,0.14923528
0.687785348,0.12915605,0.6929995,0.13083532
0.690082804,0.154431626,0.70231056,0.14923528
0.687785348,0.12915605,0.6929995,0.13083532
0.690082804,0.154431626,0.70231056,0.14923528
0.687785348,0.12915605,0.6929995,0.13083532
0.690082804,0.154431626,0.70231056,0.14923528
0.687785348,0.12915605,0.6929995,0.13083532
0.690082804,0.154431626,0.70231056,0.14923528
0.687785348,0.12915605,0.6929995,0.13083532
0.690082804,0.154431626,0.70231056,0.14923528
0.687785348,0.12915605,0.6929995,0.13083532
0.690082804,0.154431626,0.70231056,0.14923528
0.687785348,0.12915605,0.6929995,0.13083532
0.690082804,0.154431626,0.70231056,0.14923528
0.223178181,0.243398032,0.21885875,0.24885431
0.233580253,0.262703054,0.23866268,0.26636636
0.223178181,0.243398032,0.21885875,0.24885431
0.233580253,0.262703054,0.23866268,0.26636636
0.223178181,0.243398032,0.21885875,0.24885431
0.233580253,0.262703054,0.23866268,0.26636636
0.223178181,0.243398032,0.21885875,0.24885431
0.233580253,0.262703054,0.23866268,0.26636636
0.223178181,0.243398032,0.21885875,0.24885431
0.233580253,0.262703054,0.23866268,0.26636636
0.223178181,0.243398032,0.21885875,0.24885431
0.233580253,0.262703054,0.23866268,0.26636636
0.223178181,0.243398032,0.21885875,0.24885431
0.233580253,0.262703054,0.23866268,0.26636636
0.223178181,0.243398032,0.21885875,0.24885431
0.233580253,0.262703054,0.23866268,0.26636636
0.223178181,0.243398032,0.21885875,0.24885431
0.233580253,0.262703054,0.23866268,0.26636636
0.223178181,0.243398032,0.21885875,0.24885431
0.233580253,0.262703054,0.23866268,0.26636636
0.223178181,0.243398032,0.21885875,0.24885431
0.233580253,0.262703054,0.23866268,0.26636636
0.223178181,0.243398032,0.21885875,0.24885431
0.233580253,0.262703054,0.23866268,0.26636636
0.903142269,0.439364198,0.9100821,0.43172896
0.883943935,0.412140678,0.90267074,0.41478223
0.903142269,0.439364198,0.9100821,0.43172896
0.883943935,0.412140677,0.90267074,0.41478223
0.903142269,0.439364198,0.9100821,0.43172896
0.883943935,0.412140677,0.90267074,0.41478223
0.903142269,0.439364198,0.9100821,0.43172896
0.883943935,0.412140678,0.90267074,0.41478223
0.776122091,0.282391805,0.7831588,0.30003718
0.779630092,0.293967523,0.79829776,0.2946235
0.776122091,0.282391805,0.7831588,0.30003718
0.779630092,0.293967523,0.79829776,0.2946235
0.776122091,0.282391805,0.7831588,0.30003718
0.779630092,0.293967523,0.79829776,0.2946235
0.776122091,0.282391805,0.7831588,0.30003718
0.817099675,0.083552047,0.8182719,0.08804973
0.84401274,0.108616554,0.8745626,0.6113619
0.817081611,0.083533514,0.8182719,0.08804973
1,0.208624529,0.7686219,0.6910199
0.485870258,0.217440254,0.48069862,0.23756886
0.497332345,0.181282295,0.48977742,0.19116713
0.485870258,0.217440254,0.48069862,0.23756886
0.497332345,0.181282295,0.48977742,0.19116713
0.590005286,0.589025956,0.58891237,0.51890516
0.573911193,0.381989804,0.58286226,0.37317866
0.553617684,0.330656414,0.5694494,0.42157143
0.710131707,0.288667655,0.7275573,0.29977077
0.388956461,0.290201362,0.40100187,0.28077662
0.37770678,0.323269489,0.425905,0.3198572
0.388956461,0.290201362,0.40100187,0.28077662
0.37770678,0.323269489,0.425905,0.3198572
0.388956461,0.290201362,0.40100187,0.28077662
0.37770678,0.323269489,0.425905,0.3198572
0.388956461,0.290201362,0.40100187,0.28077662
0.169941548,0.742088491,0.2862702,0.6718247
0.584594039,0.416025402,0.615479,0.42569888
0.578822674,0.35049651,0.5797647,0.32874975
0.584594039,0.416025402,0.615479,0.42569888
0.578822674,0.35049651,0.5797647,0.32874975
0.584594039,0.416025402,0.615479,0.42569888
0.578822674,0.35049651,0.5797647,0.32874975
0.584594039,0.416025402,0.615479,0.42569888
0.54247147,0.349082811,0.58725107,0.35848367
0.373632582,0.288636655,0.36532786,0.2845049
0.374642486,0.318937228,0.3768871,0.32174772
0.373632582,0.288636655,0.36532786,0.2845049
0.374642486,0.318937228,0.3768871,0.32174772
0.373632582,0.288636655,0.36532786,0.2845049
0.374642486,0.318937228,0.3768871,0.32174772
0.373632582,0.288636655,0.36532786,0.2845049
0.792384271,0.425459474,0.78123236,0.4065717
0.437831,0.39926167,0.448173,0.39793324
0.50390148,0.479828103,0.51713693,0.49308425
0.437831,0.39926167,0.448173,0.39793324
0.50390148,0.479828103,0.51713693,0.49308425
0.626495917,0.914100184,0.7871094,0.5623013
0.626495922,0.914100182,0.7871094,0.5623013
0.397267996,0.438740672,0.3640803,0.44123012
0.396685763,0.398267066,0.38839293,0.38740778
0.397267996,0.438740672,0.3640803,0.44123012
0.396685763,0.398267066,0.38839293,0.38740778
0.397267996,0.438740672,0.3640803,0.44123012
0.396685763,0.398267066,0.38839293,0.38740778
0.397267996,0.438740672,0.3640803,0.44123012
0.388079074,0.39079788,0.40128314,0.41590375
0.437831,0.39926167,0.448173,0.39793324
0.50390148,0.479828103,0.51713693,0.49308425
0.437831,0.39926167,0.448173,0.39793324
0.50390148,0.479828103,0.51713693,0.49308425
0.437831,0.39926167,0.448173,0.39793324
0.50390148,0.479828103,0.51713693,0.49308425
0.437831,0.39926167,0.448173,0.39793324
0.887239656,0.476172326,0.89495194,0.4594367
0.356236374,0.253574259,0.34047735,0.25400192
0.353401906,0.263272855,0.36499226,0.27011037
0.356236374,0.253574259,0.34047735,0.25400192
0.353401906,0.263272855,0.36499226,0.27011037
0.356236374,0.253574259,0.34047735,0.25400192
0.353401906,0.263272855,0.36499226,0.27011037
0.371186521,0.091414204,0.3609783,0.078653924
0.76601526,0.833241752,0.7769269,0.7968657
0.48327041,0.202921084,0.4663089,0.19457538
0.492087767,0.204253964,0.46749818,0.19373386
0.48327041,0.202921084,0.4663089,0.19457538
0.756397661,0.23430288,0.7634163,0.21972275
0.378794022,0.204371617,0.41855484,0.18555886
0.433963861,0.220249018,0.4155666,0.18559152
0.378794022,0.204371617,0.41855484,0.18555886
0.866698646,0.70227678,0.84118545,0.7096619
0.397267996,0.438740672,0.3640803,0.44123012
0.396685763,0.398267066,0.38839293,0.38740778
0.397267996,0.438740672,0.3640803,0.44123012
0.396685763,0.398267066,0.38839293,0.38740778
0.397267996,0.438740672,0.3640803,0.44123012
0.396685763,0.398267066,0.38839293,0.38740778
0.397267996,0.438740672,0.3640803,0.44123012
0.388079074,0.39079788,0.40128314,0.41590375
0.436942342,0.396568691,0.44363528,0.39520204
0.501582791,0.25570975,0.5066296,0.25114864
0.436942342,0.396568691,0.44363528,0.39520204
0.501582791,0.25570975,0.5066296,0.25114864
0.436942342,0.396568691,0.44363528,0.39520204
0.501582791,0.25570975,0.5066296,0.25114864
0.436942342,0.396568691,0.44363528,0.39520204
0.62528474,0.056874858,0.6539237,0.118287876
0.373632582,0.288636655,0.36532786,0.2845049
0.374642486,0.318937228,0.3768871,0.32174772
0.373632582,0.288636655,0.36532786,0.2845049
0.374642486,0.318937228,0.3768871,0.32174772
0.373632582,0.288636655,0.36532786,0.2845049
0.374642486,0.318937228,0.3768871,0.32174772
0.441732202,0.306082778,0.4998948,0.22943555
0.428015732,0.321592375,0.44495735,0.31182516
0.37522241,0.191592531,0.38190374,0.23733546
0.410838237,0.128283909,0.40738147,0.16399209
0.37522241,0.191592531,0.38190374,0.23733546
0.410838237,0.128283909,0.40738147,0.16399209
0.317542118,0.79206085,0.4174831,0.101904765
0.408547159,0.827313158,0.4203365,0.08965963
0.394723617,0.086026985,0.4174831,0.101904765
0.434995026,0.066856893,0.4203365,0.08965963
0.37522241,0.191592531,0.38190374,0.23733546
0.410838237,0.128283909,0.40738147,0.16399209
0.37522241,0.191592531,0.38190374,0.23733546
0.410838237,0.128283909,0.40738147,0.16399209
0.223765645,0.193624387,0.24310157,0.19099776
0.650110669,0.246009815,0.6574247,0.24484216
0.223765645,0.193624387,0.24310157,0.19099776
0.756397661,0.23430288,0.7634163,0.21972275
0.59325917,0.481127809,0.64008534,0.43303514
0.59580736,0.587909663,0.5776633,0.5719857
0.59325917,0.481127809,0.64008534,0.43303514
0.59580736,0.587909663,0.5776633,0.5719857
0.595394412,0.734211309,0.6436722,0.707201
0.595394413,0.734211309,0.6436722,0.707201
0.966359588,0.628557037,0.8108089,0.19237202
0.434051967,0.695802992,0.44449633,0.7019975
0.425108366,0.691284603,0.620728,0.48507833
0.434051967,0.695802992,0.44449633,0.7019975
0.369737573,0.394300613,0.372042,0.39541286
0.346943931,0.416320083,0.3510412,0.4175607
0.369737573,0.394300613,0.372042,0.39541286
0.346943931,0.416320083,0.3510412,0.4175607
0.352668578,0.294707677,0.32773715,0.27115244
0.286576201,0.249521478,0.34253109,0.31820703
0.352668578,0.294707677,0.32773715,0.27115244
0.871371987,0.770059704,0.86236405,0.7745252
0.325852226,0.314695012,0.34102127,0.3099647
0.419931244,0.250553034,0.44486642,0.25963736
0.325852226,0.314695012,0.34102127,0.3099647
0.419931244,0.250553034,0.44486642,0.25963736
0.325852226,0.314695012,0.34102127,0.3099647
0.419931244,0.250553034,0.44486642,0.25963736
0.325852226,0.314695012,0.34102127,0.3099647
0.936921312,0.664924858,0.5303449,0.15363026
0.626495915,0.914100185,0.7871094,0.5623013
0.626495912,0.914100186,0.7871094,0.5623013
0.626495948,0.914100172,0.7871094,0.5623013
0.626495925,0.914100181,0.7871094,0.5623013
0.470699761,0.90948323,0.47038773,0.92695457
0.466477133,0.910561799,0.49076423,0.91523975
0.470699766,0.90948323,0.47038773,0.92695457
0.9445888,0.703306008,1.0013981,0.68974316
0.403899446,0.69874287,0.39775324,0.6654068
0.504077091,0.715916061,0.4993214,0.72708076
0.403899446,0.69874287,0.39775324,0.6654068
0.504077091,0.715916061,0.4993214,0.72708076
0.329823271,0.341870453,0.31754127,0.3250326
0.417662555,0.257375932,0.41359025,0.2554456
0.329823271,0.341870453,0.31754127,0.3250326
0.417662555,0.257375932,0.41359025,0.2554456
0.329823271,0.341870453,0.31754127,0.3250326
0.417662555,0.257375932,0.41359025,0.2554456
0.329823271,0.341870453,0.31754127,0.3250326
0.417662555,0.257375932,0.41359025,0.2554456
0.329823271,0.341870453,0.31754127,0.3250326
0.417662555,0.257375932,0.41359025,0.2554456
0.329823271,0.341870453,0.31754127,0.3250326
0.417662555,0.257375932,0.41359025,0.2554456
0.330176765,0.339247884,0.3099547,0.35107166
0.429782445,0.28642566,0.42601806,0.26224434
0.330176765,0.339247884,0.3099547,0.35107166
0.429782445,0.28642566,0.42601806,0.26224434
0.903142269,0.439364198,0.9100821,0.43172896
0.903142269,0.439364198,0.9100821,0.43172896
0.903142269,0.439364198,0.9100821,0.43172896
0.903142269,0.439364198,0.9100821,0.43172896
0.318573573,0.211378072,0.34217075,0.22000705
0.358956068,0.182369656,0.3573166,0.18166614
0.318573573,0.211378072,0.34217075,0.22000705
0.358956068,0.182369656,0.3573166,0.18166614
0.328737354,0.342940748,0.33630657,0.32345694
0.414663803,0.258562594,0.42487955,0.25335133
0.328737354,0.342940748,0.33630657,0.32345694
0.414663803,0.258562594,0.42487955,0.25335133
0.31301401,0.262958423,0.3015386,0.28362894
0.393185234,0.205182705,0.4068445,0.20077759
0.31301401,0.262958423,0.3015386,0.28362894
0.393185234,0.205182705,0.4068445,0.20077759
0.31301401,0.262958423,0.3015386,0.28362894
0.393185234,0.205182705,0.4068445,0.20077759
0.328737354,0.342940748,0.33630657,0.32345694
0.414663803,0.258562594,0.42487955,0.25335133
0.329823271,0.341870453,0.3367107,0.33546233
0.42677913,0.289731842,0.43569005,0.28515565
0.329823271,0.341870453,0.3367107,0.33546233
0.42677913,0.289731842,0.43569005,0.28515565
0.328737354,0.342940748,0.33630657,0.32345694
0.414663803,0.258562594,0.42565542,0.27894434
0.328737354,0.342940748,0.33630657,0.32345694
0.414663803,0.258562594,0.42565542,0.27894434
0.31301401,0.262958423,0.3015386,0.28362894
